transaction_id,student_id,session_id,problem_name,post_test_score,corresponding_question,used_ai_on_corresponding_item
1d5cec2710eef4d7e2d2b4a4d05bf74d,Stu_2d05ec37270e17e1bf1cce83b09715ca,ctat_session_e0bf86cb-8030-15bc-82be-b885dd159281,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
c79b3929a70d2f026af76186601e6f00,Stu_2d05ec37270e17e1bf1cce83b09715ca,ctat_session_e0bf86cb-8030-15bc-82be-b885dd159281,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
aa3dc8b225e4496a6141b42768052efe,Stu_2d0c3f07e714aac0fcb47d05b3bc1df4,ctat_session_9fea619e-8a69-5fbe-0784-56b51e6834b9,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
012bf864784a272aedfe4540d7f8b83b,Stu_2d0c3f07e714aac0fcb47d05b3bc1df4,ctat_session_9fea619e-8a69-5fbe-0784-56b51e6834b9,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
ab29fd93e0c481c2f5dca5814e29da4b,Stu_2d0c3f07e714aac0fcb47d05b3bc1df4,ctat_session_9fea619e-8a69-5fbe-0784-56b51e6834b9,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
3be97965c02a0f36808f91fd244b5aa3,Stu_2d0c3f07e714aac0fcb47d05b3bc1df4,ctat_session_9fea619e-8a69-5fbe-0784-56b51e6834b9,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.5
b8b2cc2699785cc05ffea39501959a55,Stu_2d0e38e988cba97686595badb09796b0,ctat_session_2671d21c-47cd-112f-a125-3b72952a66fa,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
2a2fe8c3f844833c67558a33f46b9ede,Stu_2d0e38e988cba97686595badb09796b0,ctat_session_2671d21c-47cd-112f-a125-3b72952a66fa,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
6b268ce6bb0cab1dc3708eb66d966c2b,Stu_2d0e38e988cba97686595badb09796b0,ctat_session_2671d21c-47cd-112f-a125-3b72952a66fa,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
7a919529801ec6248e0884f289b4ead4,Stu_2d215ed0bc8fdda7477b844ea4721c69,ctat_session_ab00e2c6-937e-584b-0573-993f089cca65,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.0
1fb85ca73c3921a3f0ffb269bae90f6d,Stu_2d215ed0bc8fdda7477b844ea4721c69,ctat_session_ab00e2c6-937e-584b-0573-993f089cca65,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
51550dbb59768c91223d7c72e3c27a80,Stu_2d215ed0bc8fdda7477b844ea4721c69,ctat_session_ab00e2c6-937e-584b-0573-993f089cca65,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,0,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.0
53da536ef4537d7ed85825f865fe9696,Stu_2d215ed0bc8fdda7477b844ea4721c69,ctat_session_ab00e2c6-937e-584b-0573-993f089cca65,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.0
cb773a5838be31a197072731f0e5beb7,Stu_2d406f1ae1845716fd90f7bd1f67ea03,ctat_session_4b35d3b5-f31f-a110-2199-8858249df747,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
7cafb6a87991d5cbf006a488513a224d,Stu_2d406f1ae1845716fd90f7bd1f67ea03,ctat_session_4b35d3b5-f31f-a110-2199-8858249df747,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
46b0f5e71b163a738b102f45ba8d7bc6,Stu_2d406f1ae1845716fd90f7bd1f67ea03,ctat_session_4b35d3b5-f31f-a110-2199-8858249df747,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.5
0d6c8dd3c8536aa39cffff49a4bf7cf4,Stu_2d406f1ae1845716fd90f7bd1f67ea03,ctat_session_4b35d3b5-f31f-a110-2199-8858249df747,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.5
e7274d1bd334b925e4ef7f8f48fdbb08,Stu_2d531cd537682be4d9a7de76917dbb5f,ctat_session_5dc3ab22-509b-542f-bc98-19a6f28ee0ad,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,0,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.5
baed29ce6a22fa9f8fdab7376ccb0114,Stu_2e5d5a957eb3f1e9ac72d79f6bf9fe5d,ctat_session_610a8307-3b14-5875-189a-4bbfbd835c86,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.5
5af06855285cb97c93cc50dd680dd7d3,Stu_2e5d5a957eb3f1e9ac72d79f6bf9fe5d,ctat_session_610a8307-3b14-5875-189a-4bbfbd835c86,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
4c415da5e185756acbef4d8374272f76,Stu_2e5d5a957eb3f1e9ac72d79f6bf9fe5d,ctat_session_610a8307-3b14-5875-189a-4bbfbd835c86,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.0
330ca6b0e5e6751e2d591ba2461b5175,Stu_2e5d5a957eb3f1e9ac72d79f6bf9fe5d,ctat_session_610a8307-3b14-5875-189a-4bbfbd835c86,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.0
0f72c5222d73ab167add08bc51abc535,Stu_2ec9aa4d722d7ba06d252788c3f2f67e,ctat_session_2dbac474-5e52-d3a2-8d89-21cffb2681d7,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,0,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.0
a2b51f0e6c6271a0c1af40daf7f8bcbd,Stu_2ec9aa4d722d7ba06d252788c3f2f67e,ctat_session_2dbac474-5e52-d3a2-8d89-21cffb2681d7,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
0514330dc087a95b98180013e6afc822,Stu_2ec9aa4d722d7ba06d252788c3f2f67e,ctat_session_2dbac474-5e52-d3a2-8d89-21cffb2681d7,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
2385a29476b3fd2b1d38c226f32ed4a6,Stu_2ec9aa4d722d7ba06d252788c3f2f67e,ctat_session_2dbac474-5e52-d3a2-8d89-21cffb2681d7,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
7d76edb82cc6535cb08382de82950b97,Stu_2f1a578bc977cb3b6f0f6786f4c53912,ctat_session_2920fa28-5ed2-07e3-5aea-c9681b7cb8a5,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
b93d14ad1d76d3f468a2e46caa819eff,Stu_2f1a578bc977cb3b6f0f6786f4c53912,ctat_session_2920fa28-5ed2-07e3-5aea-c9681b7cb8a5,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
1210fb2496bd6758aee10a672ede6b11,Stu_2f1a578bc977cb3b6f0f6786f4c53912,ctat_session_2920fa28-5ed2-07e3-5aea-c9681b7cb8a5,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
84dd6abfc8e0c41267a5cdb3c31f4bf3,Stu_2f749327f4b5c12bc1e07d028a0d6b79,ctat_session_22ef62f5-2f86-1f3b-817f-14877a7762dc,2. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,0,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.0
7002b97b0e29f0175a4206045dbb41f2,Stu_2f749327f4b5c12bc1e07d028a0d6b79,ctat_session_22ef62f5-2f86-1f3b-817f-14877a7762dc,4. Which of the following statements aligns best with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.0
767f99e4ffcc26e8123c43e47d4946ab,Stu_2f749327f4b5c12bc1e07d028a0d6b79,ctat_session_22ef62f5-2f86-1f3b-817f-14877a7762dc,10. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,0,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.0
8162781017872aeaa30e75cb0b426236,Stu_2ffb8b8af969a4748e341a8feba24b23,ctat_session_96e38209-efc7-f69f-b1ab-3a194e905f8e,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
c6aaa1baac72aba3a73e3d8aa025700c,Stu_2ffb8b8af969a4748e341a8feba24b23,ctat_session_96e38209-efc7-f69f-b1ab-3a194e905f8e,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.5
234c44bffb2f86c1437256fbdb9599c3,Stu_2ffb8b8af969a4748e341a8feba24b23,ctat_session_96e38209-efc7-f69f-b1ab-3a194e905f8e,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
7008d54e2fcd8262926940f351df93ac,Stu_2ffb8b8af969a4748e341a8feba24b23,ctat_session_96e38209-efc7-f69f-b1ab-3a194e905f8e,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
2447b4a48e111baf02270c35b32896da,Stu_303bfe19b8572b1401f029c8a110b7d7,ctat_session_5a44e99d-60b4-c9f5-e07b-cbb301cf6f14,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
71cc520a3a24c3b1622b90cd6a2a581b,Stu_303bfe19b8572b1401f029c8a110b7d7,ctat_session_5a44e99d-60b4-c9f5-e07b-cbb301cf6f14,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
008739158c5a66bff00c971ea9c65b70,Stu_303bfe19b8572b1401f029c8a110b7d7,ctat_session_5a44e99d-60b4-c9f5-e07b-cbb301cf6f14,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
c8ae2cfb7e2ba41ad43ffc98adbab561,Stu_303bfe19b8572b1401f029c8a110b7d7,ctat_session_5a44e99d-60b4-c9f5-e07b-cbb301cf6f14,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
0abe7a2e7a18f7c39602a22298775183,Stu_30ec6c3638f7e620555a8d4b99672724,ctat_session_166a16bf-e35e-8aa0-0d03-d59a83a04b98,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
1bbd9b5388d52188093c76d4f952cc1b,Stu_30ec6c3638f7e620555a8d4b99672724,ctat_session_166a16bf-e35e-8aa0-0d03-d59a83a04b98,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.5
d8ee355459dd512c706fa2e011f6984d,Stu_30ec6c3638f7e620555a8d4b99672724,ctat_session_166a16bf-e35e-8aa0-0d03-d59a83a04b98,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
a5dd6a412a69a2381c9a3aad497c9215,Stu_31333989c4a825df8b5997b5d00132b4,ctat_session_8ecd2468-170d-6084-e38c-03fbc3590531,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
0913b33c6bba780a593a5c31fe8d4f7f,Stu_31333989c4a825df8b5997b5d00132b4,ctat_session_8ecd2468-170d-6084-e38c-03fbc3590531,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
28ee94665f452f69965a6894c102b2ec,Stu_31333989c4a825df8b5997b5d00132b4,ctat_session_8ecd2468-170d-6084-e38c-03fbc3590531,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
f067823522c34799e9733090f3e38350,Stu_31333989c4a825df8b5997b5d00132b4,ctat_session_8ecd2468-170d-6084-e38c-03fbc3590531,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
c4869256642d7be2cacd16892cc8ab2a,Stu_317548a2b0d31f2c1575a59f1269fb57,ctat_session_e2ae1db5-e027-6236-273c-c4c871248635,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
ad343eae03464e6aa90bd04b10a01376,Stu_317548a2b0d31f2c1575a59f1269fb57,ctat_session_52b43f7b-a8b3-31ee-13d6-71f46272100b,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
a009f1369964bd15559456e84d857cce,Stu_319fb72fe7bbe958cb3158b93889e56d,ctat_session_93c0127a-52f7-3492-609c-7438aef1a6f3,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.0
8363f180f7d72f5d5d25126ad4458c17,Stu_319fb72fe7bbe958cb3158b93889e56d,ctat_session_93c0127a-52f7-3492-609c-7438aef1a6f3,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
11d9811490b7c537ef39c70e2e5b62fc,Stu_319fb72fe7bbe958cb3158b93889e56d,ctat_session_93c0127a-52f7-3492-609c-7438aef1a6f3,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.5
6e5d4d0f0b69a68b1d47b26dcedb4eb9,Stu_322b0d680e54509d6159fc4bc6fbe087,ctat_session_23071a13-39e8-e504-5242-b791cde42166,2. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
4c88549ed9c7480de32c58d7b8abd3d6,Stu_322b0d680e54509d6159fc4bc6fbe087,ctat_session_23071a13-39e8-e504-5242-b791cde42166,10. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
438d6a567cfc87f3ed6daff421724aec,Stu_324d635307c97cc9dc99d3b06cbe49b3,ctat_session_83910629-3785-ed82-4284-7da545c641cd,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
4811d9a16eab98dc6eda59049a4ca0a0,Stu_324d635307c97cc9dc99d3b06cbe49b3,ctat_session_83910629-3785-ed82-4284-7da545c641cd,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
6ac50106f5a2f6bd6a594d56f22a946b,Stu_324d635307c97cc9dc99d3b06cbe49b3,ctat_session_83910629-3785-ed82-4284-7da545c641cd,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
035204cf135f840f690e43cab22ff2ff,Stu_324d635307c97cc9dc99d3b06cbe49b3,ctat_session_83910629-3785-ed82-4284-7da545c641cd,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
d114dd22c4a2c4547c84010091c6ccf9,Stu_3364d87abe8eddf311a56b5effb81a1a,ctat_session_f44b313c-f600-e45b-906f-2e44cc5674a5,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.0
56aa0ccf089fe0bb5d01f7ddd14b03ce,Stu_3364d87abe8eddf311a56b5effb81a1a,ctat_session_f44b313c-f600-e45b-906f-2e44cc5674a5,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
5dec0547cd6d95dad115d16426dd2da8,Stu_3364d87abe8eddf311a56b5effb81a1a,ctat_session_f44b313c-f600-e45b-906f-2e44cc5674a5,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.0
a424e975d51a7e539306c648dc092293,Stu_34de5e0fddca9ae9b6b12ea3ab6304d0,ctat_session_801d5f59-0551-2435-7c80-098a9f4ff96a,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
ef2a42f8940e04fcb1b60af8851d7850,Stu_34de5e0fddca9ae9b6b12ea3ab6304d0,ctat_session_801d5f59-0551-2435-7c80-098a9f4ff96a,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
23b039d9288ee1f749dd343506824482,Stu_34de5e0fddca9ae9b6b12ea3ab6304d0,ctat_session_801d5f59-0551-2435-7c80-098a9f4ff96a,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
6a519a633d1cd6a74b4d0f744da81c6d,Stu_34de5e0fddca9ae9b6b12ea3ab6304d0,ctat_session_801d5f59-0551-2435-7c80-098a9f4ff96a,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.5
188e7b1d54ed6844f40474fd4d444644,Stu_354ce12dccf360db21d02c2195b749fd,ctat_session_79feafd5-50f9-5521-0ddd-e098daf7e97c,2. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,0,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.5
8988b405ec7f9e9ad138681ebde4deb5,Stu_354ce12dccf360db21d02c2195b749fd,ctat_session_79feafd5-50f9-5521-0ddd-e098daf7e97c,4. Which of the following statements aligns best with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
24087666dc64046d30cc2d2aa9419037,Stu_354ce12dccf360db21d02c2195b749fd,ctat_session_79feafd5-50f9-5521-0ddd-e098daf7e97c,10. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
9888ed25b614119ca3db88cdb0b051f0,Stu_37eb40493128db5ae2cd5c920fbf266f,ctat_session_6646d396-ca83-1cd6-cb3c-7a062ad91e72,2. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.5
c53b14fd0fd5361138a729a44cf27e7b,Stu_37eb40493128db5ae2cd5c920fbf266f,ctat_session_6646d396-ca83-1cd6-cb3c-7a062ad91e72,4. Which of the following statements aligns best with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.0
be612e24ae35253d52601c1f3b446f8d,Stu_37eb40493128db5ae2cd5c920fbf266f,ctat_session_6646d396-ca83-1cd6-cb3c-7a062ad91e72,10. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
f9f6e3ec529a8bc0eb0b1ac2a4c6250d,Stu_37eece92302ad33569b4d32e126bfca0,ctat_session_d14df4d4-0df2-013c-f67a-8963bd1ffead,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.5
e29d93b5e555c48299d5ba509de25463,Stu_37eece92302ad33569b4d32e126bfca0,ctat_session_d14df4d4-0df2-013c-f67a-8963bd1ffead,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
e2e619252a962e21cdd70c4d6a6d2053,Stu_37eece92302ad33569b4d32e126bfca0,ctat_session_d14df4d4-0df2-013c-f67a-8963bd1ffead,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.5
0a0d3ebf86bf7ab42eea15290f3fc0e3,Stu_37eece92302ad33569b4d32e126bfca0,ctat_session_d14df4d4-0df2-013c-f67a-8963bd1ffead,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.5
ace86178a6e2886a9c0f7a4e98cd2979,Stu_3947e8f60babb429c4017a01e8926dd3,ctat_session_24821e00-d5d3-84b9-8b74-2220ef5f8afd,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
432900230896d57ce54208071b44c971,Stu_3947e8f60babb429c4017a01e8926dd3,ctat_session_24821e00-d5d3-84b9-8b74-2220ef5f8afd,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
86857163322d182026082c176524575a,Stu_3947e8f60babb429c4017a01e8926dd3,ctat_session_24821e00-d5d3-84b9-8b74-2220ef5f8afd,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
