Row,Sample Name,Transaction Id,Anon Student Id,Session Id,Time,Time Zone,Duration (sec),Student Response Type,Student Response Subtype,Tutor Response Type,Tutor Response Subtype,Level (Lesson),Level (Level2),Problem Name,Problem View,Problem Start Time,Step Name,Attempt At Step,Is Last Attempt,Outcome,Selection,Action,Input,Rater 1: Obviously AI-generated Response (yes=1; no= 0),Rater 2: Obviously AI-generated Response (yes=1; no= 0),Source of Truth: Obviously AI-generated,"Rater 1: Authentic, Real Person Response (yes=1; no=0)","Rater 2: Authentic, Real Person Response (yes=1; no=0)","Source of Truth: Authentic, Real Person",Feedback Text,Feedback Classification,Help Level,Total Num Hints,KC (Single-KC),KC Category (Single-KC),KC (Unique-step),KC Category (Unique-step),School,Class,CF (AI_Evaluation),CF (AI_Rephrased_Response),CF (AI_Request_Counter),CF (AiEnabled),CF (Condition),CF (Counterbalanced),CF (Sequence),CF (tool_event_time),CF (tutor_event_time),Event Type
141284,All Data,b5e55e97dd9d0996244ca3c78de40e77,Stu_9a5dfeafaf59f245c5094e7da1afbe8f,ctat_session_ea88f228-df7c-efe5-3631-5f8bbaa5d8d2,8/9/2024 17:08,UTC,4,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,11. Why do you think the approach you selected in the above question will best support and increase Carla's motivation to complete her math work and increase engagement? <br/>,1,8/9/2024 17:08,11 open response,3,1,,11,open response,"Acknowledging progress and improvement highlights the positive aspects of her current effort. It reinforces the connection between her hard work and her growing understanding of the material, making her feel that her efforts are paying off.",0,0,0,0,0,0,,,,,Single-KC,,KC808,,Tutor Teens,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-09 17:08:49.341 UTC,2024-08-09 17:08:49.341 UTC,
81794,All Data,cc515236223bee49a4895e2a5c27a6ad,Stu_5c7114c467c308cb9b7d85cd84b960db,ctat_session_44da4beb-2a0c-d4e2-9e4f-4583d266e3f3,8/7/2024 13:51,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,9. What exactly would you say to Carla to provide effective praise that will increase her motivation to complete her math work and increase engagement? <br/>,1,8/7/2024 13:51,9 open response,1,1,,9,open response,"Carla, you're doing a great job working through this problem. I can see you're really thinking through each step carefully. Keep going you're on the right track, and I'm confident that you'll find the solution. Your effort and persistence are really impressive!",1,1,1,0,0,0,,,,,Single-KC,,KC1258,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 13:51:14.851 UTC,2024-08-07 13:51:14.851 UTC,
34581,All Data,992c4aa151cf72ceb6386a59b895e588,Stu_299a0ebc6a361eb3fd9e6aa5ffc51d7f,ctat_session_d81e0b81-d22c-9428-ec3b-0f615b25302f,8/7/2024 15:46,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,11. Why do you think the approach you selected in the above question will best support and increase Carla's motivation to complete her math work and increase engagement? <br/>,1,8/7/2024 15:46,11 open response,1,1,,11,open response,"Recognizes Effort and Progress: It acknowledges Carla's ongoing effort and improvement, which reinforces the value of her hard work and persistence. Encourages Continued Engagement: By noting her progress, it helps Carla see that her efforts are leading to better understanding, motivating her to continue working.",1,1,1,0,0,0,,,,,Single-KC,,KC808,,Air Tutors,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 15:46:25.350 UTC,2024-08-07 15:46:25.351 UTC,
25379,All Data,03b5fc18ed4a3edb4f46fe64f18fc3ea,Stu_20a969cbcb230f5f788de1003cd01f1b,ctat_session_5cd459bc-03c0-3600-2b8e-d44e454d4526,1/21/2024 17:13,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,9. What exactly would you say to Carla to provide effective praise that will increase her motivation to complete her math work and increase engagement? <br/>,1,1/21/2024 17:13,9 open response,1,1,,9,open response,"Carla, keep putting in that amazing effort. You are working really hard and it shows.",1,0,0.5,0,1,0,,,,,Single-KC,,KC1258,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-01-21 17:13:35.774 UTC,2024-01-21 17:13:35.774 UTC,
202618,All Data,29b5258f6e3a301fdcad2361ac51eaff,Stu_e697196e2e6e5426687a5e8b5c749500,ctat_session_c1a8453d-555e-7e13-2da3-558e12d34ddc,11/3/2023 19:53,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,9. What exactly would you say to Carla to provide effective praise that will increase her motivation to complete her math work and increase engagement? <br/>,1,11/3/2023 19:53,9 open response,1,1,,9,open response,"Carla, I think this is a good approach to begin with, but maybe try this way to do it, or try changing these numbers.",1,1,1,0,0,0,,,,,Single-KC,,KC1258,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2023-11-03 19:53:22.964 UTC,2023-11-03 19:53:22.965 UTC,
130639,All Data,7e0c068cb8d52d9fc32417e8552c924b,Stu_90e38e5a449cf14ba668017c55505bf8,ctat_session_2f05c797-788d-9c0c-3675-2f3cb0a32f5d,7/30/2024 19:38,UTC,3,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,11. Why do you think the approach you selected in the above question will best support and increase Carla's motivation to complete her math work and increase engagement? <br/>,1,7/30/2024 19:38,11 open response,2,1,,11,open response,"The approach selected in the above question focuses on Carla's ongoing effort and acknowledges the improvement in her understanding as she continues to work through the assignment. This type of feedback is effective because it reinforces the idea that her hard work leads to tangible progress, which is both motivating and empowering. It helps Carla see the value in persisting with challenging tasks and promotes a growth mindset, where she can appreciate that her abilities develop with practice. By highlighting her progress, rather than just the outcome or her innate ability, we encourage her to stay engaged and motivated to learn.",1,1,1,0,0,0,,,,,Single-KC,,KC808,,FOCUS EDUMATICS PRIVATE LIMITED,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-30 19:38:21.343 UTC,2024-07-30 19:38:21.343 UTC,
71751,All Data,7006d99def79e105e3e85e1944602365,Stu_54044bfda243a1756051d2878bed1b76,ctat_session_2dc4ca03-c3fa-ec87-52b7-e8cc5e6f204d,7/18/2024 6:58,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,9. What exactly would you say to Carla to provide effective praise that will increase her motivation to complete her math work and increase engagement? <br/>,1,7/18/2024 6:58,9 open response,1,1,,9,open response,"Carla, you are doing a great job in continuing on the assignment. Your understanding is improving as we work through it.",1,1,1,0,0,0,,,,,Single-KC,,KC1258,,Focus edumatics,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-18 06:58:22.027 UTC,2024-07-18 06:58:22.028 UTC,
85620,All Data,2373f44a492258735e9e70a691743aa5,Stu_6137ac5b6b3ea0f7603c0ca39fb5e008,ctat_session_ac62bd1e-2b83-a45f-2119-2bdd41a2a916,7/13/2024 15:12,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,9. What exactly would you say to Carla to provide effective praise that will increase her motivation to complete her math work and increase engagement? <br/>,1,7/13/2024 15:12,9 open response,1,1,,9,open response,"Carla, I see you're working hard on this problem. I like how you're thinking through each step and not giving up. Keep going; you're making significant progress!""",1,1,1,0,0,0,,,,,Single-KC,,KC1258,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-13 15:12:17.675 UTC,2024-07-13 15:12:17.682 UTC,
127889,All Data,f05e1e19b1ef1201df3de4cd341d3145,Stu_8ed13b0d7d2eaa693191e88a1d77db76,ctat_session_cccff732-caa6-94af-e78f-8ed641d6c0c2,11/6/2024 16:39,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Kevin,9. What exactly would you say to Kevin to provide effective praise that will increase his motivation to complete his math assignment and increase engagement? <br/>,1,11/6/2024 16:39,9 open response,1,1,,9,open response,Nice job working through that problem! I like how you tried lots of strategies while working towards the answer!,0,0,0.5,0,1,0,,,,,Single-KC,,KC1007,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-11-06 16:39:09.036 UTC,2024-11-06 16:39:09.037 UTC,
90478,All Data,464912877ee7ca85f28acacca7319e11,Stu_68890d7a5716e8649e50a85757e83299,ctat_session_abfbc28f-18fa-9d3f-224f-3fecb737ff0e,12/11/2023 3:00,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,11. Why do you think the approach you selected in the above question will best support and increase Carla's motivation to complete her math work and increase engagement? <br/>,1,12/11/2023 3:00,11 open response,1,1,,11,open response,It encourages Carla without putting extra pressure on her or comparing her to others and compliments the process rather than the result.,0,0,0,0,1,1,,,,,Single-KC,,KC808,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2023-12-11 03:00:54.309 UTC,2023-12-11 03:00:54.310 UTC,
150144,All Data,44a1185c8ef38b84156ee13ae658f1b8,Stu_a3dfee3e6a4534b623decddd6e3b159c,ctat_session_06562e28-b68c-e5d3-8283-aa11d8d30014,8/6/2024 19:31,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,9. What exactly would you say to Carla to provide effective praise that will increase her motivation to complete her math work and increase engagement? <br/>,1,8/6/2024 19:31,9 open response,1,1,,9,open response,"Carla, I'm really impressed with how you approached this problem. You used a great strategy by breaking it down into smaller steps and checking each one carefully. Your hard work and attention to detail are really paying off. Keep using these techniques they're making a big difference in your progress!",1,1,1,0,0,0,,,,,Single-KC,,KC1258,,Tutor Teens,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 19:31:39.788 UTC,2024-08-06 19:31:39.789 UTC,
95707,All Data,70e464833ebf942c5789ce61005869dc,Stu_70c3c7a81fca36755e0d369904bc2de2,ctat_session_dcb65a99-6457-2e85-9289-ae9d71e6835d,8/6/2024 19:49,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,11. Why do you think the approach you selected in the above question will best support and increase Carla's motivation to complete her math work and increase engagement? <br/>,1,8/6/2024 19:49,11 open response,1,1,,11,open response,"This approach provides process-focused praise, recognizing Carla's effort and improvement. By acknowledging her progress and persistence, it helps build her confidence and encourages her to continue working through challenges.",1,1,1,0,0,0,,,,,Single-KC,,KC808,,Focus Edumatics,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 19:49:30.384 UTC,2024-08-06 19:49:30.385 UTC,
140800,All Data,cc154c47877077ff60c34500a4ddb0d6,Stu_9a38b424483b5ff061a44ea5c50a5692,ctat_session_9294407d-f511-25c0-a533-1b824020b805,8/6/2024 14:15,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,11. Why do you think the approach you selected in the above question will best support and increase Carla's motivation to complete her math work and increase engagement? <br/>,1,8/6/2024 14:15,11 open response,1,1,,11,open response,"This approach provides praise for Carla's effort and progress, which encourages her to keep going. By acknowledging her improvement and persistence, it boosts her confidence and motivation. It also reinforces the value of continued effort and learning, making her more engaged in completing the assignment.",1,1,1,0,0,0,,,,,Single-KC,,KC808,,Air Tutors,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 14:15:52.579 UTC,2024-08-06 14:15:52.579 UTC,
73663,All Data,39ee2268249054de7dfe6c512a8e7f34,Stu_56610dbe871ea0aa367cdbc397b8d0e9,ctat_session_617027f2-8ab0-16c8-64f6-3dfac0d46729,1/28/2024 21:37,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,11. Why do you think the approach you selected in the above question will best support and increase Carla's motivation to complete her math work and increase engagement? <br/>,1,1/28/2024 21:37,11 open response,1,1,,11,open response,Process focused.,0,0,0,1,0,1,,,,,Single-KC,,KC808,,Tutor Teens,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-01-28 21:37:56.073 UTC,2024-01-28 21:37:56.074 UTC,
67647,All Data,da55199f56e2d037a8d811e7a3c1cbc0,Stu_4e363d10ffbf22208fa41bcea3d0db9d,ctat_session_dce80125-a66c-eac0-869e-91cd32710459,8/15/2024 13:40,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,11. Why do you think the approach you selected in the above question will best support and increase Carla's motivation to complete her math work and increase engagement? <br/>,1,8/15/2024 13:40,11 open response,1,1,,11,open response,"This approach will best support and increase Carla's motivation because: Acknowledges Effort and Progress: It recognizes her continued effort and the improvement in her understanding, reinforcing the value of persistence and incremental progress. Encourages Engagement: By focusing on her progress, it helps maintain her motivation and encourages her to keep working through the problem, knowing that her efforts are leading to better understanding. Supports Growth Mindset: The praise emphasizes the development of her skills rather than just focusing on the outcome, helping Carla see that her efforts are contributing to her learning process.",1,1,1,0,0,0,,,,,Single-KC,,KC808,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-15 13:40:13.842 UTC,2024-08-15 13:40:13.843 UTC,
178155,All Data,1e718a184e20b4ae1f4a7aba85461fac,Stu_c5bfafd9664a417e0343ce180b4fcebc,ctat_session_3a241fe3-e5cf-4cde-9706-31905d37078c,7/28/2024 21:18,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,11. Why do you think the approach you selected in the above question will best support and increase Carla's motivation to complete her math work and increase engagement? <br/>,1,7/28/2024 21:18,11 open response,1,1,,11,open response,"Focus on Effort and Improvement: It emphasizes Carla's ongoing effort and progress, which reinforces the value of her hard work. This type of praise encourages her to stay engaged and continue putting in effort. Specific and Constructive Feedback: By acknowledging that her understanding is improving, it provides Carla with clear, constructive feedback. This helps her see the tangible benefits of her efforts and motivates her to keep working on the problem. Positive Reinforcement: It provides positive reinforcement by recognizing her persistence and growth. This builds her confidence and encourages her to overcome challenges, rather than focusing solely on the end result or comparing her to others. Encourages Persistence: By praising her continued effort and progress, it helps Carla see the value in pushing through difficulties and continuing to work on the assignment, rather than giving up.",1,1,1,0,0,0,,,,,Single-KC,,KC808,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-28 21:18:59.152 UTC,2024-07-28 21:18:59.153 UTC,
209285,All Data,cbfade02e6805bed2c166ab61d387d5b,Stu_ede55ffae6c3462b71a0ec64a4446e24,ctat_session_9cc5c81a-a5aa-ecb9-24d3-17eb795e2dc6,7/15/2024 11:22,UTC,2,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,9. What exactly would you say to Carla to provide effective praise that will increase her motivation to complete her math work and increase engagement? <br/>,1,7/15/2024 11:22,9 open response,2,1,,9,open response,"Don't worry, you can do it. Let me help you to resolve this problem.",0,0,0,1,1,1,,,,,Single-KC,,KC1258,,Focus Edumatics Pvt Ltd,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-15 11:22:17.019 UTC,2024-07-15 11:22:17.019 UTC,
63005,All Data,f3280ed8b70715899a5f617b826efc81,Stu_49df790f55c82826b32e17b69bf047d5,ctat_session_ffb96fcb-51b3-4997-d742-7400cf28b10c,8/8/2024 16:08,UTC,4,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,11. Why do you think the approach you selected in the above question will best support and increase Carla's motivation to complete her math work and increase engagement? <br/>,1,8/8/2024 16:08,11 open response,2,1,,11,open response,"This approach provides specific praise for Carla's effort and progress, which helps build her confidence and encourages her to keep working. It acknowledges her improvement and reinforces that her hard work is leading to better understanding, which increases motivation and engagement.",1,1,1,0,0,0,,,,,Single-KC,,KC808,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-08 16:08:22.960 UTC,2024-08-08 16:08:22.961 UTC,
52733,All Data,0c862722c9d9633934475541b86f0191,Stu_3e5dd92643b61355d15d4dd03dbbf1dd,ctat_session_fda53d29-14d9-e25a-c141-aa67b1aeeb1b,5/27/2024 15:17,UTC,0,ATTEMPT,,RESULT,,Giving Effective Praise,Scenario_Carla,11. Why do you think the approach you selected in the above question will best support and increase Carla's motivation to complete her math work and increase engagement? <br/>,1,5/27/2024 15:17,11 open response,1,1,,11,open response,The approach is encouraging and focuses on Carla's effort on the assignment.,0,0,0,1,0,1,,,,,Single-KC,,KC808,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-05-27 15:17:04.286 UTC,2024-05-27 15:17:04.287 UTC,
195333,All Data,b3601fa50f84fff05dc999e62986085b,Stu_de0f355ca6ed08dd40738885aed4c9e0,ctat_session_9e40327f-0a6a-fa54-dc68-642586bf3cb9,10/12/2023 18:36,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,9. What exactly would you say to Imani to increase her motivation to learn math and increase engagement?,1,10/12/2023 18:36,9 open response,1,1,,9,open response,"Hey your work is very good, I can give you hard math questions so you can grow your math brain!",0,0,0,1,1,1,,,,,Single-KC,,KC871,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2023-10-12 18:36:10.574 UTC,2023-10-12 18:36:10.574 UTC,
222297,All Data,a816075a058a067a10d6d9cd29ae5ea9,Stu_ff2d510bbaaafbdb161a4340240bd72a,ctat_session_df0a497b-da54-d9b2-268f-611786af6b9b,11/14/2024 16:43,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Juan,11. Why do you think the approach you selected in the previous question will best support and increase Juan's motivation to learn and his engagement to persevere in solving math problems?,1,11/14/2024 16:43,11 open response,1,1,,11,open response,Praise for effort is more valuable than praise for a correct answer because it motivates a student to continue working hard.,0,0,0.5,0,0,0,,,,,Single-KC,,KC595,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Imani, Scenario  Juan",,2024-11-14 16:43:58.433 UTC,2024-11-14 16:43:58.433 UTC,
69870,All Data,7cc94e1b66babd863410d26a321e542c,Stu_502bbecc334ccb34e57ef291fcec46ca,ctat_session_eca5dd43-c627-12f5-9663-345406fed166,11/4/2024 0:14,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,11. Why do you think the approach you selected will best support and increase Imani's motivation to learn and her engagement to persevere in solving math problems?,1,11/4/2024 0:14,11 open response,1,1,,11,open response,Encouraging a student to work hard is more important than commending a student for getting everything right.,0,0,0.5,0,0,0,,,,,Single-KC,,KC76,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-11-04 00:14:43.850 UTC,2024-11-04 00:14:43.851 UTC,
59977,All Data,2c0438e50cfde558c04293b9d001ec0b,Stu_4723dc8d1650b4a8e596b066601ea4cf,ctat_session_a5b61b57-40ca-8494-2203-91f6b8442874,2/3/2024 15:22,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Juan,11. Why do you think the approach you selected in the previous question will best support and increase Juan's motivation to learn and his engagement to persevere in solving math problems?,1,2/3/2024 15:22,11 open response,1,1,,11,open response,Because it is a strategy which can increase students' motivation and help them increase the engagement to learn.,0,0,0,1,1,1,,,,,Single-KC,,KC595,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Imani, Scenario  Juan",,2024-02-03 15:22:42.916 UTC,2024-02-03 15:22:42.916 UTC,
178860,All Data,7f3611256d975fba9b946dbea1c5b9c6,Stu_c797af4483935329d77bd043cc9eaa6f,ctat_session_a8ae17c6-a290-cc2d-282a-a1c2f6d78bca,10/1/2023 18:43,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,9. What exactly would you say to Imani to increase her motivation to learn math and increase engagement?,1,10/1/2023 18:43,9 open response,1,1,,9,open response,"Hey Imani, can you show me or explain to me how you got the answer?",0,0,0,1,1,1,,,,,Single-KC,,KC871,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2023-10-01 18:43:14.757 UTC,2023-10-01 18:43:14.757 UTC,
12229,All Data,31042cbb36c3257da6033800873d983a,Stu_12bf9f5a2361d1616b5923074e05c17e,ctat_session_72e3d27a-6996-d633-1271-5193b65ccc1a,6/12/2024 1:54,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,9. What exactly would you say to Imani to increase her motivation to learn math and increase engagement?,1,6/12/2024 1:54,9 open response,1,1,,9,open response,"Great work, Imani. Sometimes when we move to harder problems, we might slow down the streak but that doesn't take away the fact you've got these right so far. In fact think of the time when you didn't and now are able to, it's only upward from here",1,1,1,0,0,0,,,,,Single-KC,,KC871,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-06-12 01:54:36.480 UTC,2024-06-12 01:54:36.481 UTC,
204689,All Data,7c568bee6eb06145890d9ac6247ad514,Stu_e81f995d68a6419a5c6be8e50308b9c2,ctat_session_4628d13d-5b9a-1f09-b3c0-da41bf833b8d,1/6/2025 1:39,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Juan,9. What exactly would you say to Juan to increase his motivation to complete his math work and increase his engagement to learn?,1,1/6/2025 1:39,9 open response,1,1,,9,open response,"Juan, I understand that you are frustrated by math, let's try putting it into some terms that you do understand and that you like.",0,0,0,1,1,1,,,,,Single-KC,,KC830,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,TRUE,Mixed,"Scenario Imani, Scenario  Juan",,2025-01-06 01:39:35.435 UTC,2025-01-06 01:39:35.436 UTC,
142540,All Data,03ffd576367f3945be4004ba34133b46,Stu_9b612e42967db47aebd98046858579d7,ctat_session_00b98040-a763-b8fb-6135-13fee820e2f9,10/5/2024 21:26,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Juan,11. Why do you think the approach you selected in the previous question will best support and increase Juan's motivation to learn and his engagement to persevere in solving math problems?,1,10/5/2024 21:26,11 open response,1,1,,11,open response,it praises the students input and output,0,0,0,1,1,1,,,,,Single-KC,,KC595,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Imani, Scenario  Juan",,2024-10-05 21:26:04.112 UTC,2024-10-05 21:26:04.113 UTC,
98904,All Data,c77e439436c6b7636506de583b49cb94,Stu_743c8932ce5cc07320e96f634db1cbe5,ctat_session_f89f087c-1968-75d0-3fe1-db607386d462,10/15/2024 19:52,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,9. What exactly would you say to Imani to increase her motivation to learn math and increase engagement?,1,10/15/2024 19:52,9 open response,1,1,,9,open response,we can try different problem that'll get your mind working.,0,0,0,1,1,1,,,,,Single-KC,,KC871,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-10-15 19:52:13.031 UTC,2024-10-15 19:52:13.032 UTC,
201750,All Data,e35b34a804a8b4b7a5fd1d3ddb76cdb1,Stu_e5c4e51beb25e4c6071cb5390865350f,ctat_session_1434178a-fef3-ac9c-aaae-a04d387d7240,8/8/2024 23:51,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,11. Why do you think the approach you selected will best support and increase Imani's motivation to learn and her engagement to persevere in solving math problems?,1,8/8/2024 23:51,11 open response,1,1,,11,open response,Offering Imani more challenging problems is likely to best support and increase her motivation to learn and engage in math.,0,0,0,0,0,0,,,,,Single-KC,,KC76,,Air Tutors,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-08-08 23:51:07.747 UTC,2024-08-08 23:51:07.747 UTC,
212078,All Data,7c540520342bfcb57772c4ba9dd6f6bf,Stu_eff9d3b39c7d708e748212a6ee2f89d6,ctat_session_beb6dc2e-e833-be38-63d4-61394054cc0a,10/30/2024 19:39,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Juan,11. Why do you think the approach you selected in the previous question will best support and increase Juan's motivation to learn and his engagement to persevere in solving math problems?,1,10/30/2024 19:39,11 open response,1,1,,11,open response,"This approach focuses on praising Juan's persistence and the strategies he used, helping him see that effort and trying new approaches are valuable parts of the learning process. Recognizing his perseverance over simply getting the answer right can help him become more resilient and encourage him to tackle challenging problems, even when he doesn't succeed on the first try.",1,1,1,0,0,0,,,,,Single-KC,,KC595,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Imani, Scenario  Juan",,2024-10-30 19:39:27.965 UTC,2024-10-30 19:39:27.965 UTC,
20329,All Data,5cf59fe7df7d668876bb22fcaaeb8b33,Stu_1a0e47adca660a743be201658f025185,ctat_session_27412ab4-1f69-52b9-fad6-16d328bf6132,8/5/2024 2:06,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,11. Why do you think the approach you selected will best support and increase Imani's motivation to learn and her engagement to persevere in solving math problems?,1,8/5/2024 2:06,11 open response,1,1,,11,open response,Challenging him to level up based on the progress he has made can motivate him to achieve new challenges and continue learning.,0,1,0.5,0,0,0,,,,,Single-KC,,KC76,,Teacher Hub,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-08-05 02:06:13.993 UTC,2024-08-05 02:06:13.993 UTC,
158748,All Data,5354e5947e61053a0cdb4dda753e161c,Stu_addb518e735b20b2c77e8bfeab41ec5a,ctat_session_104499f3-0b81-5694-64cb-2c355e1359eb,7/25/2024 12:11,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,11. Why do you think the approach you selected will best support and increase Imani's motivation to learn and her engagement to persevere in solving math problems?,1,7/25/2024 12:11,11 open response,1,1,,11,open response,Increase Imani's motivation to learn and her engagement.,0,0,0,1,1,1,,,,,Single-KC,,KC76,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-07-25 12:11:46.367 UTC,2024-07-25 12:11:46.368 UTC,
217973,All Data,6e93d656cd35b472f306de16071c6d91,Stu_f855930a1bff3b37e14322bc42331756,ctat_session_c6842f15-7c8d-26e1-bac8-1729b605c156,7/30/2024 17:09,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,9. What exactly would you say to Imani to increase her motivation to learn math and increase engagement?,1,7/30/2024 17:09,9 open response,1,1,,9,open response,"Imani, I see you're breezing through these problems, which is fantastic! But I think you're ready for something that will really challenge you and help you grow even more. Let's dive into some more complex problems and see how you can apply your skills in new ways. I know you can handle it, and it'll make math even more exciting for you!",1,1,1,0,0,0,,,,,Single-KC,,KC871,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-07-30 17:09:02.194 UTC,2024-07-30 17:09:02.196 UTC,
